"Data file recorded 2014/2/3  17:54:20"
"%  Right Stride Frequency         = 5.0"
"%  Left Stride Frequency         = 5.0"
"%  Phase (Fractional)         = 16384.0"
"%  Experiment.py "
"%  Motor Gains    = [1800, 20, 100, 0, 0, 1800, 20, 100, 0, 0]
"% Columns: "
"% time | Right Leg Pos | Left Leg Pos | Commanded Right Leg Pos | Commanded Left Leg Pos | DCR | DCL | GyroX | GryoY | GryoZ | AX | AY | AZ | RBEMF | LBEMF | VBatt "
234168,3051804,3133640,3055272,3137192,1982,860,2397,-3096,-2376,-667,142,1801,43,57,854
235169,3052108,3134036,3055599,3137519,1692,1105,2402,-3349,-2440,-1610,0,2331,43,57,854
236170,3052324,3134488,3055926,3137846,2290,700,2407,-3626,-2473,-2164,-214,2012,36,55,861
237171,3052624,3134936,3056253,3138173,1777,672,2388,-3905,-2507,-1974,427,1779,36,55,861
238172,3052892,3135360,3056580,3138500,2004,779,2354,-4105,-2542,-1097,677,2389,37,46,859
239172,3053192,3135812,3056907,3138827,1816,549,2302,-4515,-2684,-79,368,941,37,46,859
240173,3053540,3136216,3057234,3139154,1507,816,2280,-4808,-2780,-571,338,1606,47,52,862
241175,3053860,3136656,3057561,3139481,1685,541,2284,-5114,-2831,-1125,-258,1606,47,52,862
242176,3054168,3137092,3057888,3139808,1768,518,2259,-5490,-2912,-999,-187,1386,31,54,865
243177,3054508,3137560,3058215,3140135,1563,256,2260,-5856,-3026,-1154,22,2008,31,54,865
244177,3054848,3137996,3058542,3140462,1557,408,2271,-6231,-3116,-1823,46,1910,50,51,865
245179,3055212,3138424,3058869,3140789,1391,414,2253,-6607,-3184,-1656,139,1463,50,51,865
246180,3055588,3138896,3059196,3141116,1294,75,2235,-6950,-3246,-786,306,1628,53,59,867
247181,3055924,3139316,3059523,3141443,1540,359,2246,-7123,-3325,50,387,2235,53,59,867
248181,3056280,3139740,3059850,3141770,1402,292,2261,-7275,-3362,166,379,1131,38,46,870
249183,3056648,3140136,3060177,3142097,1309,436,2216,-7325,-3397,619,957,1946,38,46,870
250184,3057012,3140568,3060504,3142424,1318,165,2171,-7252,-3460,1498,1243,2371,48,44,869
251185,3057400,3140984,3060831,3142751,1141,226,2128,-7275,-3529,874,887,1426,48,44,869
252186,3057756,3141400,3061158,3143078,1329,187,2030,-7315,-3604,351,978,1748,53,49,870
253187,3058104,3141852,3061485,3143405,1370,-93,1918,-7368,-3666,43,1494,1459,53,49,870
254188,3058444,3142312,3061812,3143732,1415,-200,1718,-7624,-3725,-947,2103,756,36,56,870
255189,3058788,3142744,3062139,3144059,1382,-72,1489,-7941,-3696,-1984,1774,1169,36,56,870
256189,3059144,3143152,3062466,3144386,1294,43,1439,-8427,-3686,-1682,1546,-909,36,54,867
257191,3059464,3143528,3062793,3144713,1522,221,1442,-8807,-3963,-3012,3212,-74,36,54,867
258192,3059832,3143844,3063120,3145040,1204,601,1307,-8891,-4112,-1510,2098,1686,35,56,871
259193,3060160,3144136,3063447,3145367,1454,766,1134,-8629,-4043,1745,1022,1200,35,56,871
260201,3060512,3144508,3063808,3145728,1308,262,977,-8112,-3966,3687,1293,4187,35,40,869
261195,3060832,3144872,3064135,3146055,1511,295,865,-7223,-3927,5125,124,7198,35,40,869
262195,3061140,3145192,3064462,3146382,1594,573,629,-6467,-3890,5975,659,4100,45,41,869
263196,3061428,3145520,3064789,3146709,1737,523,275,-5548,-3838,6426,1446,7216,45,41,869
264197,3061736,3145792,3065116,3147036,1620,897,-157,-4535,-3598,6970,1682,5951,39,25,866
